"SAMPLEID"	"INDEX_NAME"	"SITE_TYPE"	"L1"	"L2"	"L3"	"L4"	"L5"	"L6"
"24583_1_24583_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.5	0.5	0	0
"24585_1_24585_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.22199592668024	0.77800407	0
"24587_1_24587_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24588_1_24588_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24589_1_24589_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24590_1_24590_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.04033970276008	0.9596603	0
"24591_1_24591_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24592_1_24592_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24594_1_24594_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24595_1_24595_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24596_1_24596_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24598_1_24598_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"2460_1_249- FC_Field Check-Kick Net 2m2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"2460_1_249- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"24600_1_24600_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"24601_1_24601_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24602_1_24602_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24603_1_24603_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24604_1_24604_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24605_1_24605_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24606_1_24606_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24607_1_24607_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24608_1_24608_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24609_1_24609_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24610_1_24610_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24611_1_24611_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24612_1_24612_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.0569105691056899	0.94308943	0
"24613_1_24613_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24614_1_24614_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.25	0.75	0	0
"24615_1_24615_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"24616_1_24616_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24617_1_24617_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24618_1_24618_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24619_1_24619_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24620_1_24620_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24621_1_24621_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24622_1_24622_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24624_1_24624_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24625_1_24625_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24626_1_24626_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24627_1_24627_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24629_1_24629_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24630_1_24630_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24631_1_24631_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"24632_1_24632_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24633_1_24633_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24634_1_24634_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24635_1_24635_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24636_1_24636_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24637_1_24637_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24638_1_24638_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.5	0.5	0	0
"24639_1_24639_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24640_1_24640_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24644_1_24644_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24645_1_24645_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24646_1_24646_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.5	0.5	0	0
"24647_1_24647_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24648_1_24648_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24649_1_24649_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.75	0.25	0	0
"2465_1_KB1- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"24651_1_24651_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24652_1_24652_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24653_1_24653_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24654_1_24654_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24657_1_24657_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24658_1_24658_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24659_1_24659_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24660_1_24660_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24662_1_24662_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24663_1_24663_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"24664_1_24664_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24665_1_24665_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24666_1_24666_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24668_1_24668_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24669_1_24669_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"2467_1_234- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24670_1_24670_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24671_1_24671_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24672_1_24672_Surber"	"BCG_CT_2015"	"bug01"	0	0	1	0	0	0
"24673_1_24673_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24674_1_24674_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24675_1_24675_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24676_1_24676_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24677_1_24677_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24679_1_24679_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24680_1_24680_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24681_1_24681_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24682_1_24682_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24683_1_24683_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24684_1_24684_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24685_1_24685_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24686_1_24686_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"24687_1_24687_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"2469_1_50- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24691_1_24691_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24692_1_24692_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24693_1_24693_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24694_1_24694_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24695_1_24695_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24696_1_24696_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24697_1_24697_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24698_1_24698_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.5	0.5	0	0
"24699_1_24699_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"2470_1_SR1A- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24700_1_24700_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24701_1_24701_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24703_1_24703_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"24705_1_24705_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24706_1_24706_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24707_1_24707_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24709_1_24709_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"24710_1_24710_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24712_1_24712_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24713_1_24713_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24714_1_24714_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24715_1_24715_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.68918918918919	0.31081081	0
"24717_1_24717_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"2472_1_SR3A- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24720_1_24720_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24721_1_24721_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.13970588235294	0.86029412	0
"24722_1_24722_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24724_1_24724_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24725_1_24725_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24726_1_24726_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24727_1_24727_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24728_1_24728_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5625	0.4375	0
"24729_1_24729_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24730_1_24730_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24731_1_24731_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24732_1_24732_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"24736_1_24736_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"24737_1_24737_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24738_1_24738_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24739_1_24739_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24740_1_24740_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24741_1_24741_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24742_1_24742_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24743_1_24743_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24745_1_24745_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24746_1_24746_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24747_1_24747_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24748_1_24748_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24749_1_24749_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"2475_1_246- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24750_1_24750_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24751_1_24751_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24752_1_24752_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24753_1_24753_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24754_1_24754_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24755_1_24755_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.86691312384473	0.13308688	0
"24756_1_24756_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24757_1_24757_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24758_1_24758_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"2476_1_244- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24760_1_24760_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24761_1_24761_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24762_1_24762_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24764_1_24764_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.17507418397626	0.82492582	0	0
"24765_1_24765_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24766_1_24766_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24767_1_24767_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"24768_1_24768_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24769_1_24769_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24770_1_24770_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24771_1_24771_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24772_1_24772_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24775_1_24775_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24776_1_24776_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"24777_1_24777_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.97771587743733	0.02228412	0
"24778_1_24778_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24779_1_24779_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"2478_1_240- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24780_1_24780_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24781_1_24781_Surber"	"BCG_CT_2015"	"bug01"	0	0	1	0	0	0
"24782_1_24782_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24783_1_24783_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24784_1_24784_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"24786_1_24786_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24787_1_24787_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24788_1_24788_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24789_1_24789_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24790_1_24790_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24792_1_24792_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24793_1_24793_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24794_1_24794_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24795_1_24795_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24798_1_24798_Surber"	"BCG_CT_2015"	"bug01"	0	0	1	0	0	0
"24799_1_24799_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24802_1_24802_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24803_1_24803_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24804_1_24804_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24805_1_24805_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.53433835845896	0.46566164	0	0
"24806_1_24806_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24807_1_24807_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24808_1_24808_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24810_1_24810_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.97894736842105	0.02105263	0
"24811_1_24811_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.75	0.25	0	0
"24812_1_24812_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"24813_1_24813_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24814_1_24814_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24815_1_24815_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24816_1_24816_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24817_1_24817_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24818_1_24818_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"24819_1_24819_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24821_1_24821_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24822_1_24822_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	1	0	0
"24823_1_24823_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24824_1_24824_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24826_1_24826_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24827_1_24827_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24828_1_24828_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.0344827586206899	0.96551724	0
"24829_1_24829_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.25	0.75	0
"24830_1_24830_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.75	0.25	0
"24832_1_24832_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24833_1_24833_Surber"	"BCG_CT_2015"	"bug01"	0	0	0.421926910299	0.57807309	0	0
"24834_1_24834_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"24836_1_24836_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"24837_1_24837_Surber"	"BCG_CT_2015"	"bug01"	0	0	0	0.5	0.5	0
"24932_1_24932_direct observation"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25003_1_25003_direct observation"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"2504_1_178- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25462_1_11-B-001 RANQ_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25462_1_11-B-001_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	0	0	1	0	0	0
"25463_1_11-B-002 RANQ_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"25463_1_11-B-002_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	0	0	0.36363636363636	0.63636364	0	0
"25464_1_11-B-003 RA whole_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25465_1_11-B-004 RANQ_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25465_1_11-B-004_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	0	0	0	0.52439024390244	0.47560976	0
"2548_1_60- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"25483_1_42- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25486_1_9- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25486_1_9- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25486_1_9-mp1_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"2549_1_PR-5- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"25502_1_9-surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25507_1_9- MP_Multiplate Sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25507_1_9- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25507_1_9- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25508_1_9- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25508_1_9- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25508_1_9-mp1_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"2551_1_55- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25510_1_9-mp2_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25510_1_9-mp3_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25519_1_9-surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25523_1_7-ponar_bottom grab"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25525_1_32- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25526_1_33- Ekman(4)_Bottom grab"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25532_1_42- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25533_1_32- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25536_1_38- mp1_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25540_1_32- mp(2)_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25540_1_32- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25540_1_32- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"25541_1_33- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25541_1_33- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25541_1_33-mp_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25542_1_42- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25542_1_42- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25542_1_42-mp(2)_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25546_1_42- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25546_1_42- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"25546_1_42-mp(2)_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25547_1_32- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.5	0.5
"25547_1_32- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25548_1_33- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25548_1_33- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"25548_1_33-mp(2)_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0	1
"2555_1_122- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25558_1_32- mp(2)_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25558_1_32- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"25558_1_32- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25559_1_33- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.25	0.75
"25559_1_33- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0.93548387096774	0.06451613	0
"25559_1_33-mp(2)_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"2557_1_151-RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25573_1_32- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25573_1_32-mp1_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25573_1_32-mp2_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25574_1_33- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25574_1_33- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0.26099706744868	0.73900293	0
"25574_1_33-mp1_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0.29213483146067	0.70786517	0
"25576_1_49- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25576_1_49- Surber_Surber 4 ft.2"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25576_1_49-mp1_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	0.75	0.25
"25576_1_49-mp2,3_multiplate sampler"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
"25578_1_49- NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	0	0	0	0	1	0
